"","Gene_name","Protein_name","Protein_ID","Fold_change","P_value"
"1129","VPS35","Vacuolar protein sorting-associated protein 35","Q96QK1",0.806008011680714,0.34463722
"1130","ADCK3","Atypical kinase ADCK3, mitochondrial","Q8NI60",0.732618084484632,0.47325671
"1131","DPYSL2","Dihydropyrimidinase-related protein 2","Q16555",0.713419179964742,0.51698333
"1132","ERGIC1","Endoplasmic reticulum-Golgi intermediate compartment protein 1","Q969X5",0.66325177559209,0.66088903
"1133","G3BP1","Ras GTPase-activating protein-binding protein 1","Q13283",0.781466338446177,0.38418716
"1134","CACYBP","Calcyclin-binding protein","Q9HB71",1.43055142597763,0.55708522
"1135","PAK1IP1","p21-activated protein kinase-interacting protein 1","Q9NWT1",1.30605537340626,0.41193563
"1136","IGHG1","Ig gamma-1 chain C region","P01857",1.20400285712289,0.3148675
"1137","PAWR","PRKC apoptosis WT1 regulator protein","Q96IZ0",1.2372191174899,0.34512609
"1138","UTP14A","U3 small nucleolar RNA-associated protein 14 homolog A","Q9BVJ6",0.780181767907961,0.38958639
"1139","PWP2","Periodic tryptophan protein 2 homolog","Q15269",0.726282221351629,0.49507025
"1140","SLC12A9","Solute carrier family 12 member 9","Q9BXP2",1.35278923935565,0.46781003
"1141","RFC3","Replication factor C subunit 3","P40938",1.24429688414912,0.35475937
"1142","U2SURP","U2 snRNP-associated SURP motif-containing protein","O15042",0.821782988339939,0.32982996
"1143","CDSN","Corneodesmosin","Q15517",1.29836521813279,0.40955245
"1144","MGMT","Methylated-DNA--protein-cysteine methyltransferase","P16455",1.37383055372096,0.4951683
"1145","IGFBP4","Insulin-like growth factor-binding protein 4","P22692",0.787225163409756,0.38216543
"1146","TFAM","Transcription factor A, mitochondrial","Q00059",1.27415963732203,0.38616964
"1147","NOP16","Nucleolar protein 16","Q9Y3C1",1.20952988042339,0.32592866
"1148","KCTD6","BTB/POZ domain-containing protein KCTD6","Q8NC69",0.789795489597581,0.37945694
"1149","DKC1","H/ACA ribonucleoprotein complex subunit 4","O60832",1.19040613636397,0.30934277
"1150","UQCC1","Ubiquinol-cytochrome-c reductase complex assembly factor 1","Q9NVA1",0.812256169745408,0.34688878
"1151","CAT","Catalase","P04040",1.3435828234349,0.46451139
"1152","PMPCA","Mitochondrial-processing peptidase subunit alpha","Q10713",1.14850884659221,0.27793717
"1153","BRAT1","BRCA1-associated ATM activator 1","Q6PJG6",0.842819371625718,0.31026462
"1154","PON2","Serum paraoxonase/arylesterase 2","Q15165",0.691668697157045,0.59871036
"1155","RAB12","Ras-related protein Rab-12","Q6IQ22",1.30644194040271,0.42871806
"1156","RPL13A","Putative 60S ribosomal protein L13a protein RPL13AP3","Q6NVV1",1.43404097027937,0.5859974
"1157","RER1","Protein RER1","O15258",1.27262637225387,0.39430127
"1158","C1orf174","UPF0688 protein C1orf174","Q8IYL3",1.26087470004746,0.38407949
"1159","BLMH","Bleomycin hydrolase","Q13867",1.35196510833441,0.48479289
"1160","FHL3","Four and a half LIM domains protein 3","Q13643",0.757365616642735,0.44857684
"1161","ESYT1","Extended synaptotagmin-1","Q9BSJ8",0.706323268290058,0.56720179
"1162","FLNA","Filamin-A","P21333",1.20336305567694,0.33068874
"1163","XRCC6","X-ray repair cross-complementing protein 6","P12956",1.27168207743789,0.39860579
"1164","ZG16B","Zymogen granule protein 16 homolog B","Q96DA0",1.36271616323936,0.5022158
"1165","PCBP2","Poly(rC)-binding protein 2","Q15366",1.38976800620852,0.53678012
"1166","LIMCH1","LIM and calponin homology domains-containing protein 1","Q9UPQ0",1.42166786442189,0.58157921
"1167","SRP14","Signal recognition particle 14 kDa protein","P37108",0.767982805885312,0.43514812
"1168","TOE1","Target of EGR1 protein 1","Q96GM8",0.701819992423996,0.58826554
"1169","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2","P04844",0.665199198663023,0.70377469
"1170","NOSIP","Nitric oxide synthase-interacting protein","Q9Y314",1.23835705951278,0.36996719
"1171","SNRNP200","U5 small nuclear ribonucleoprotein 200 kDa helicase","O75643",0.796793811754122,0.387283
"1172","ZFR","Zinc finger RNA-binding protein","Q96KR1",1.25253383231679,0.3856059
"1173","FSTL1","Follistatin-related protein 1","Q12841",0.754859315910045,0.46655887
"1174","GTF3C5","General transcription factor 3C polypeptide 5","Q9Y5Q8",1.23901675943945,0.37396711
"1175","RPL38","60S ribosomal protein L38","P63173",1.46251182958169,0.65117013
"1176","SLC39A14","Zinc transporter ZIP14","Q15043",1.31881450915218,0.46308061
"1177","RAB11FIP1","Rab11 family-interacting protein 1","Q6WKZ4",1.31715639526251,0.4613834
"1178","TKT","Transketolase","P29401",1.32754408134741,0.47412869
"1179","UQCR10","Cytochrome b-c1 complex subunit 9","Q9UDW1",1.22925928583159,0.36724988
"1180","CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial","P36551",0.876584594066561,0.2870073
"1181","FXR2","Fragile X mental retardation syndrome-related protein 2","P51116",1.33912383233993,0.49050528
"1182","ABCC1","Multidrug resistance-associated protein 1","P33527",1.23508429208963,0.37546477
"1183","KIF22","Kinesin-like protein KIF22","Q14807",0.719589234524209,0.55738342
"1184","HIST1H2AA","Histone H2A type 1-A;Histone H2AX","Q96QV6;P16104",1.41559283104225,0.59336627
"1185","ASAH1","Acid ceramidase","Q13510",1.2002337051791,0.34316158
"1186","RANBP6","Ran-binding protein 6","O60518",0.75445983514196,0.47830266
"1187","GRSF1","G-rich sequence factor 1","Q12849",1.42486037122232,0.60846782
"1188","CEBPZ","CCAAT/enhancer-binding protein zeta","Q03701",0.77068136750163,0.4498218
"1189","MCM3","DNA replication licensing factor MCM3","P25205",1.25828856857883,0.40654153
"1190","PPA2","Inorganic pyrophosphatase 2, mitochondrial","Q9H2U2",0.772848011577176,0.44611713
"1191","PTPN1","Tyrosine-protein phosphatase non-receptor type 1","P18031",0.767212368176762,0.45904616
"1192","API5","Apoptosis inhibitor 5","Q9BZZ5",1.28257664566045,0.43578166
"1193","MUT","Methylmalonyl-CoA mutase, mitochondrial","P22033",0.773091008629141,0.44940904
"1194","RCCD1","RCC1 domain-containing protein 1","A6NED2",0.705701321894589,0.60876018
"1195","CSNK2A3","Casein kinase II subunit alpha 3","Q8NEV1",1.3355338785908,0.50060451
"1196","ASNS","Asparagine synthetase [glutamine-hydrolyzing]","P08243",0.788954083789271,0.42094132
"1197","HSP90AB2P","Putative heat shock protein HSP 90-beta 2","Q58FF8",0.772724170449697,0.45236486
"1198","SMR3B","Submaxillary gland androgen-regulated protein 3B","P02814",1.29017181395097,0.45059788
"1199","HM13","Minor histocompatibility antigen H13","Q8TCT9",1.46163502529272,0.68297398
"1200","DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","P36957",1.34959131393475,0.52421653
"1201","NUP155","Nuclear pore complex protein Nup155","O75694",1.40140466758394,0.59908813
"1202","COPE","Coatomer subunit epsilon","O14579",0.815836572511761,0.38397431
"1203","NDUFA5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5","Q16718",0.741743719828187,0.5271706
"1204","LPCAT4","Lysophospholipid acyltransferase LPCAT4","Q643R3",0.735774177550177,0.54257691
"1205","MYH11","Myosin-11","P35749",0.80618867599951,0.40075308
"1206","PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform","P30153",1.36145319807952,0.54627627
"1207","GPD2","Glycerol-3-phosphate dehydrogenase, mitochondrial","P43304",0.694236643796093,0.66698807
"1208","ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","Q13443",0.725328547861403,0.57770813
"1209","DDX20","Probable ATP-dependent RNA helicase DDX20","Q9UHI6",1.1923367387848,0.35765243
"1210","CYFIP2","Cytoplasmic FMR1-interacting protein 2","Q96F07",0.775932514230538,0.46338633
"1211","DNAJC3","DnaJ homolog subfamily C member 3","Q13217",0.688114072450854,0.69219345
"1212","ACTN1","Alpha-actinin-1","P12814",0.736984200071924,0.55140179
"1213","RPS23","40S ribosomal protein S23","P62266",0.747048406877423,0.52714878
"1214","CAPZA1","F-actin-capping protein subunit alpha-1","P52907",1.30239497666451,0.48134997
"1215","SPNS1","Protein spinster homolog 1","Q9H2V7",1.20844696001855,0.37808946
"1216","LAMTOR4","Ragulator complex protein LAMTOR4","Q0VGL1",0.75330164516187,0.51834792
"1217","OGDH","2-oxoglutarate dehydrogenase, mitochondrial","Q02218",0.774003534416769,0.47376639
"1218","KARS","Lysine--tRNA ligase","Q15046",1.20856900674978,0.3805002
"1219","RPA1","Replication protein A 70 kDa DNA-binding subunit","P27694",1.33188202044337,0.52586722
"1220","HSPA7","Heat shock 70 kDa protein 6","P17066",0.806529141490959,0.41519201
"1221","SF3B2","Splicing factor 3B subunit 2","Q13435",1.35447660589313,0.55854183
"1222","PARP1","Poly [ADP-ribose] polymerase 1","P09874",1.29309232310319,0.47993624
"1223","COASY","Bifunctional coenzyme A synthase","Q13057",1.34987987980536,0.55366004
"1224","HNRNPUL1","Heterogeneous nuclear ribonucleoprotein U-like protein 1","Q9BUJ2",1.27833070770191,0.46234411
"1225","THOP1","Thimet oligopeptidase","P52888",0.837418625206398,0.36953074
"1226","HEXIM1","Protein HEXIM1","O94992",1.23145182501019,0.40979153
"1227","CIAPIN1","Anamorsin","Q6FI81",0.798812950499632,0.43537527
"1228","SDCBP","Syntenin-1","O00560",0.788916025403566,0.45698345
"1229","NEDD1","Protein NEDD1","Q8NHV4",0.814089855729885,0.4123514
"1230","MRPL20","39S ribosomal protein L20, mitochondrial","Q9BYC9",1.25138761140754,0.4391166
"1231","UHRF1","E3 ubiquitin-protein ligase UHRF1","Q96T88",0.777137992837287,0.48188648
"1232","BCCIP","BRCA2 and CDKN1A-interacting protein","Q9P287",1.18374180986064,0.36633366
"1233","KRT6B","Keratin, type II cytoskeletal 6B","P04259",0.790735314449814,0.46233559
"1234","HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial","P35914",0.81932418551999,0.41235507
"1235","PRSS3","Trypsin-3","P35030",0.812722413701327,0.42362723
"1236","TRAPPC8","Trafficking protein particle complex subunit 8","Q9Y2L5",1.28148631286047,0.48503196
"1237","NDUFS3","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial","O75489",0.82219115880165,0.40852123
"1238","CYB5B","Cytochrome b5 type B","O43169",1.44640598380071,0.72680628
"1239","MRPS23","28S ribosomal protein S23, mitochondrial","Q9Y3D9",0.84629505741586,0.37203658
"1240","UPP1","Uridine phosphorylase 1","Q16831",0.762921821503548,0.52518231
"1241","SEPT7","Septin-7","Q16181",1.23741617775288,0.43521783
"1242","TK1","Thymidine kinase, cytosolic","P04183",1.22876569651291,0.42548209
"1243","LMNA","Prelamin-A/C","P02545",0.766408594185922,0.51958972
"1244","CALU","Calumenin","O43852",1.42970543746724,0.70499659
"1245","MRPS5","28S ribosomal protein S5, mitochondrial","P82675",0.750836888426805,0.55995184
"1246","ACSL4","Long-chain-fatty-acid--CoA ligase 4","O60488",0.870564853577866,0.34343588
"1247","P4HA3","Prolyl 4-hydroxylase subunit alpha-3","Q7Z4N8",0.784957978435138,0.48446602
"1248","SLC4A8","Electroneutral sodium bicarbonate exchanger 1","Q2Y0W8",0.912800967582722,0.29482427
"1249","SUPV3L1","ATP-dependent RNA helicase SUPV3L1, mitochondrial","Q8IYB8",1.18508186183618,0.38483846
"1250","CCT2","T-complex protein 1 subunit beta","P78371",0.809502967602056,0.4429611
"1251","BPIFA1","BPI fold-containing family A member 1","Q9NP55",0.760493416433692,0.5458318
"1252","SMPD4","Sphingomyelin phosphodiesterase 4","Q9NXE4",0.755119236028188,0.55967051
"1253","MRC2","C-type mannose receptor 2","Q9UBG0",1.31343412460726,0.54503471
"1254","PROSC","Proline synthase co-transcribed bacterial homolog protein","O94903",1.29076963785146,0.51660293
"1255","ROR2","Tyrosine-protein kinase transmembrane receptor ROR2","Q01974",0.803158145173048,0.45837
"1256","XRN2","5-3 exoribonuclease 2","Q9H0D6",0.71783618369465,0.66677326
"1257","NDC1","Nucleoporin NDC1","Q9BTX1",1.25390341649032,0.47090521
"1258","MYO5C","Unconventional myosin-Vc","Q9NQX4",0.782912313481531,0.50090557
"1259","PXDN","Peroxidasin homolog","Q92626",1.37629165768585,0.64491892
"1260","EXOSC6","Exosome complex component MTR3","Q5RKV6",0.799449851456567,0.46973681
"1261","BRIX1","Ribosome biogenesis protein BRX1 homolog","Q8TDN6",0.744899470480381,0.5941295
"1262","IGHA2","Ig alpha-2 chain C region","P01877",1.30691668234357,0.54762989
"1263","NCLN","Nicalin","Q969V3",0.786205516875955,0.50234216
"1264","PDLIM7","PDZ and LIM domain protein 7","Q9NR12",1.39680231289221,0.68634272
"1265","XPO1","Exportin-1","O14980",1.33617325078502,0.59323907
"1266","LAMTOR3","Ragulator complex protein LAMTOR3","Q9UHA4",0.812170470945388,0.4573279
"1267","PRDX1","Peroxiredoxin-1","Q06830",0.819083029585916,0.44605976
"1268","ATP5D","ATP synthase subunit delta, mitochondrial","P30049",1.18341248096222,0.40291339
"1269","LSS","Lanosterol synthase","P48449",0.736927428006083,0.63661569
"1270","MRPL43","39S ribosomal protein L43, mitochondrial","Q8N983",0.824184631983699,0.43899614
"1271","DNPEP","Aspartyl aminopeptidase","Q9ULA0",1.33931847010115,0.61041158
"1272","EEF1G","Elongation factor 1-gamma","P26641",1.24359446502144,0.47767279
"1273","NUCB1","Nucleobindin-1","Q02818",1.27794542400888,0.52313477
"1274","MACROD1","O-acetyl-ADP-ribose deacetylase MACROD1","Q9BQ69",0.836572487148154,0.41902831
"1275","UPF1","Regulator of nonsense transcripts 1","Q92900",1.32982380548086,0.59771228
"1276","TBL3","Transducin beta-like protein 3","Q12788",0.805045649074367,0.47682545
"1277","AP2B1","AP-2 complex subunit beta","P63010",0.794237320159133,0.49920383
"1278","ISOC1","Isochorismatase domain-containing protein 1","Q96CN7",0.72409281473481,0.67875552
"1279","ACTL6A","Actin-like protein 6A","O96019",1.28145858699031,0.53142405
"1280","CALD1","Caldesmon","Q05682",0.886115093611793,0.34868371
"1281","EPHX1","Epoxide hydrolase 1","P07099",0.720604279428736,0.69331104
"1282","CTNNA1;CTNNA2","Catenin alpha-2","P26232",1.09460695074981,0.31679422
"1283","SEL1L","Protein sel-1 homolog 1","Q9UBV2",0.826291515351397,0.44260734
"1284","RRM1","Ribonucleoside-diphosphate reductase large subunit","P23921",0.782010719820798,0.53520155
"1285","MTHFD2","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","P13995",1.14094694046444,0.36754423
"1286","RAB39A","Ras-related protein Rab-39A","Q14964",0.814967670973677,0.46986845
"1287","AKAP12","A-kinase anchor protein 12","Q02952",0.806016501449758,0.488424
"1288","TAP2","Antigen peptide transporter 2","Q03519",1.26547720174655,0.52337539
"1289","KIFC1","Kinesin-like protein KIFC1","Q9BW19",0.83183277985131,0.441448
"1290","OXCT1","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","P55809",0.699268737809808,0.78598905
"1291","RMDN1","Regulator of microtubule dynamics protein 1","Q96DB5",0.812930515706674,0.47908849
"1292","TRAPPC3","Trafficking protein particle complex subunit 3","O43617",1.21447978609589,0.45978037
"1293","SEC22B","Vesicle-trafficking protein SEC22b","O75396",0.72382513467327,0.70642483
"1294","MALSU1","Mitochondrial assembly of ribosomal large subunit protein 1","Q96EH3",0.787110085240247,0.53659976
"1295","HSPA13","Heat shock 70 kDa protein 13","P48723",0.756796604709567,0.61168915
"1296","CAPZA2","F-actin-capping protein subunit alpha-2","P47755",0.806653721707759,0.49661893
"1297","OCIAD2","OCIA domain-containing protein 2","Q56VL3",0.809227137066438,0.49199703
"1298","CGREF1","Cell growth regulator with EF hand domain protein 1","Q99674",1.24587935766699,0.50572687
"1299","HSD17B12","Very-long-chain 3-oxoacyl-CoA reductase","Q53GQ0",0.79051861765403,0.53689134
"1300","SLC43A3","Solute carrier family 43 member 3","Q8NBI5",1.16191826294886,0.40637249
"1301","ACAA2","3-ketoacyl-CoA thiolase, mitochondrial","P42765",0.824397236169716,0.46899787
"1302","U2AF1","Splicing factor U2AF 35 kDa subunit","Q01081",0.852774475082543,0.4194625
"1303","TUBA1A","Tubulin alpha-1A chain","Q71U36",0.830385540104004,0.46185279
"1304","DBN1","Drebrin","Q16643",0.832682313570035,0.45841897
"1305","GBA","Glucosylceramidase","P04062",0.798996556815261,0.5261423
"1306","TGFBI","Transforming growth factor-beta-induced protein ig-h3","Q15582",1.20919204107747,0.47009996
"1307","ZNF24","Zinc finger protein 24","P17028",1.22210778614387,0.48881826
"1308","EMC10","ER membrane protein complex subunit 10","Q5UCC4",0.859544026478714,0.41695812
"1309","TRAPPC12","Trafficking protein particle complex subunit 12","Q8WVT3",0.839914915991094,0.4510529
"1310","ARHGAP1","Rho GTPase-activating protein 1","Q07960",0.838182461424044,0.45639566
"1311","ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial","P51649",0.818897032236833,0.49392298
"1312","SCARB2","Lysosome membrane protein 2","Q14108",1.30606068081679,0.61942852
"1313","YWHAH","14-3-3 protein eta","Q04917",1.20982071331311,0.48216495
"1314","HIST1H1A","Histone H1.1","Q02539",1.24436659647073,0.53095436
"1315","MIPEP","Mitochondrial intermediate peptidase","Q99797",0.813268816707623,0.51290464
"1316","RCL1","RNA 3-terminal phosphate cyclase-like protein","Q9Y2P8",1.26656599316201,0.56634176
"1317","TMPO","Lamina-associated polypeptide 2, isoform alpha","P42166",1.2212398877071,0.50210214
"1318","SLC25A1","Tricarboxylate transport protein, mitochondrial","P53007",0.842901228769757,0.45826963
"1319","PDHX","Pyruvate dehydrogenase protein X component, mitochondrial","O00330",0.822022587934271,0.50112945
"1320","RHOT2","Mitochondrial Rho GTPase 2","Q8IXI1",0.842789494973591,0.46284977
"1321","EMG1","Ribosomal RNA small subunit methyltransferase NEP1","Q92979",0.84524580279036,0.45879191
"1322","HIST1H2BO","Histone H2B type 1-O","P23527",1.23029207995649,0.52508104
"1323","OTUB1","Ubiquitin thioesterase OTUB1","Q96FW1",0.761183286750916,0.65316486
"1324","FKBP4","Peptidyl-prolyl cis-trans isomerase FKBP4","Q02790",0.842761700489872,0.46643037
"1325","MRPL14","39S ribosomal protein L14, mitochondrial","Q6P1L8",0.783644856853763,0.59390217
"1326","MOSPD2","Motile sperm domain-containing protein 2","Q8NHP6",1.18691872379666,0.46712822
